#;status_id;screen_name;created_at;text;location;lang;hashtag;servicio;FALLA
525;1,48E+18;Margaritaarias;5/1/2022 22:12;@MarceloHCabrera @ANT_ECUADOR @LassoGuillermo @elcomerciocom @eluniversocom @radiosonorama @TVCEcuador @tomebamba @elmercurioec @RTSEcuador @tctelevision @RadioHuancavilk @acastropiedra  hay un proyecto de transformar los buses en eléctricos así nos olvidaríamos del tema tarifas y precio de los combustible. El que tiene oídos que escuche .;Cuenca, Ecuador;es;buses;transporte;si
526;1,48E+18;marielaviteri;3/1/2022 18:13;"<U+0001F4CD>Corporación Registro Civil Marta de Roldós
<U+0001F4CD>C.C Albán Borja
<U+0001F4CD>Terminal Terrestre de Guayaquil
<U+0001F4CD>Terminal Metrovía 25 de Julio
<U+0001F4CD>Av. Machala y Ayacucho,

En las ventanillas universales recibe una atención optima, ágil y rápida. 

@ATMGuayaquil y la @alcaldiagye trabajan por ti.";Guayaquil, Ecuador;es;metrovia;transporte;no
527;1,48E+18;mariojose25;30/12/2021 0:00;"@pinllocoto @AlegriaCrespo De pronto usted me puede explicar Yo no entiendo por qué no piden certificado de vacuna en la metrovía en los buses y demás establecimientos donde hay hacinamiento Entonces de qué sirve que en otros lados estén pidiendo certificados y restringiendo las libertades
INCOHERENCIAS.";guayaquil;es;metrovia;transporte;si
528;1,48E+18;marthia7;3/1/2022 4:15;No es Montañita pero q delicioso estaba el clima en punta carnero <U+0001F30A><U+26F1><U+FE0F>, belleza d playas q tenemos ... Por cierto ésta playa más amplia para disfrutar en familia con el debido distanciamiento , Montañita parece como  la Metrovía en día lunes , todos metidos en un solo lugar <U+0001F616><U+0001F616> https://t.co/7H0p4Zf6F5;Guayaquil Ecuador ;es;metrovia;transporte;no
529;1,48E+18;Martico1990;4/1/2022 20:34;@adrianaaasg En metrovía mejor;Guayaquil, Ecuador;es;metrovia;transporte;no
530;1,48E+18;Mauriciomord;3/1/2022 14:54;@luisesgo No comprende nada! Es la nueva forma de cuidar el planeta, o por lo menos hacer el intento, y manifestar que el gobierno y GAD no hace nada por el transporte público en el país. Lo otro es complejo.;Guayaquil, Ecuador;es;transporte puplico;transporte;si
531;1,48E+18;medinaecuador6;28/12/2021 15:33;@SiwonKa09 @CynthiaViteri6 Alcaldesa @CynthiaViteri6 suba el pasaje a 35 centavos. Todos lo pueden pagar. Normalice el tránsito. No es posible que los buses, incluida METROVIA, el aforo sea el 100%. Este contagio es fatal. Asuma su responsabilidad.;Guayaquil;es;metrovia;transporte;si
532;1,48E+18;medinaecuador6;4/1/2022 19:27;@CynthiaViteri6 Amiga Alcaldesa: Se le pide que atienda el problema de las tarifas de transporte público. De 35 a 40 centavos, si podemos pagar los usuarios  Los funcionarios sea por nombramiento o por elección popular, existen para solucionar los problemas y no postergarlos. SALUDOS.;Guayaquil;es;transporte puplico;transporte;si
533;1,48E+18;medinaecuador6;28/12/2021 15:15;@CynthiaViteri6 Amiga Alcaldesa.Arregle el problema del transporte público masivo. 35 centavos los puede pagar todo el mundo. No es posible que en el poco transporte que hay, el aforo sea 100%. Allí está la flor y nata del contagio.;Guayaquil;es;transporte puplico;transporte;si
534;1,48E+18;Merycruz70;28/12/2021 17:25;Alimentador de la metrovia a la altura de Hunter  Av.Guillermo Pareja..se prendio. https://t.co/kY7kuV7d8a;Guayaquil, Ecuador;es;metrovia;transporte;no
535;1,48E+18;metroviagye;4/1/2022 19:56;@chicho_larry @ATMGuayaquil Estimado Larry, gracias por el reporte. Por favor indíquenos la intersección y si es posible el número de unidad del Sistema Metrovía que no respetó el semáforo en rojo. Saludos.;Guayaquil;es;metrovia;transporte;no
536;1,48E+18;MiguelMenM;5/1/2022 11:20;@luisantonio_r 2/2 Accidente de transito de transporte público: sansion a chófer, coop y dueño prisión y suspensión no de vehículo sino de toda la cooperativa, dependiendo la ravedad de accidente (días-meses);Guayaquil, Ecuador;es;transporte puplico;transporte;no
537;1,48E+18;MiguelMenM;5/1/2022 11:19;"@luisantonio_r Hasta q el transporte público siga teniendo poder político Y las sanciones sean benévolentes con los chóferes ""profesionales"" y con las cooperativas y dueños de los carros. Todo va a seguir igual. 1/2";Guayaquil, Ecuador;es;transporte puplico;transporte;si
538;1,48E+18;miguelycaza;4/1/2022 20:47;"Lo mejor de lo mejor con ""Las Ventanillas Universales""
Gracias @atmguayaquil por darnos la facilidad de hacer nuestros trámites.
Los lugares son:
- Registro Civil - Martha de Roldos
- C.C. Albán Borja.
- T. Terrestre
- T. Metrovía 25 de Julio
- Mercado Artesanal
#atm #tramites https://t.co/tFZJM8KeAB";Guayaquil, Ecuador;es;metrovia;transporte;no
539;1,48E+18;mrangel1979;2/1/2022 15:23;Esta tarjeta que seria similar a la de una de debito y con chip, permitira adquirir solamente viveres de primera necesidad, pagos en librerias de utiles escolares, medicinas, transporte en metrovia o trole, la misma permitira tener un registro del consumo del beneficiario;Ecuador;es;metrovia;transporte;no
540;1,48E+18;NelsonZavala9;5/1/2022 16:29;@ATMGuayaquil Los vacunados no están ni inmunizados, ni protegidos  y son los que se están contagiando con Ómicron. Ahora dirán que los No Vacunados son los que contagian. Y entonces, ¿para que son lass vacunas? La Metrovia llena de vacunados con carnet. No se suba a la Metrovia. https://t.co/rXEdTWs8NZ;Guayaquil, Ecuador;es;metrovia;transporte;si
541;1,48E+18;omarsaverio1978;5/1/2022 3:30;"@higuerahernan @fmmundo #URGENTE Encuesta de #ULTIMAHORA 

¿Consideran ustedes que se frenarán los contagios de #COVID19 con la obligatoriedad del carnet de vacunación en el transporte público?";Guayaquil, Ecuador;es;transporte puplico;transporte;no
542;1,48E+18;pacoloco1281;3/1/2022 21:52;@LaPosta_Ecu Jajajajajaja recién...valen paloma...vayan a ver las Metrovías,los buses urbanos de Guayaquil,vayan a ver el Terminal terrestre de Guayaquil,miles de personas de aquí para allá...o sea...cual es la control efectivo? Ninguno,no se puede controlar un virus aereo;GUAYAQUIL-ECUADOR;es;buses;transporte;si
543;1,48E+18;pauferperalta;3/1/2022 2:04;Hace tiempo les dije a Torres y @pepeauad10  que la única manera de sacar ese cáncer de EMELEC llamado Neme es metiendo unos 2000 socios nuevos meses antes de las elecciones y llevarlos a votar en buses, taxis, camionetas, in drive, Uber con una organización impecable https://t.co/LwXjQ9iYzG;guayaquil;es;buses;transporte;si
544;1,48E+18;paultutiven;30/12/2021 1:19;Se coordinan operativos de control por parte de la @ATMGuayaquil en la Metrovía, como lo dispuso el COE Cantonal por el incremento de los casos Ómicron. @teleamazonasec https://t.co/NU8ik3h48v;Guayaquil - Ecuador;es;metrovia;transporte;no
545;1,48E+18;pedrobryant;5/1/2022 5:45;"@vjleonc93 Explícate con lo de ahuevar... Ahuevar acaso es ir en buses atestados y con mascarilla? Acaso es decidir no asistir a eventos masivos dónde la gente no usa mascarilla porque le da así la gana? Que es ""ahuevarse""?";guayaquil;es;buses;transporte;si
546;1,48E+18;PenalozaPint;3/1/2022 17:25;@ecuavisa Solo necesitan que cierren la metrovia o cambien el aforo en la metrovia para evitar mas contagios;Guayaquil, Ecuador;es;metrovia;transporte;no
547;1,48E+18;periodicodeuna;28/12/2021 18:07;Un alimentador del sistema de transporte Metrovía se incendió en la Av. Guillermo Pareja a la altura del distribuidor de tráfico. Al sitio llegó personal del Cuerpo de Bomberos para apagar el flagelo. Se desconoce las causas del incidente. https://t.co/gzeS9eHcQQ;Guayaquil, Ecuador;es;metrovia;transporte;no
548;1,48E+18;periodicodeuna;5/1/2022 16:14;"Las reacciones saltaron tras el pedido que realizó el pasado 3 de enero el COE Nacional a la ANT para que establezca protocolos, en el que se requiera la presentación del carné de vacunación para acceder al transporte público. 
Más información en <U+0001F4F2>https://t.co/IIYEpOCIXt https://t.co/gG9UJoYW0y";Guayaquil, Ecuador;es;transporte puplico;transporte;no
549;1,48E+18;periodicodeuna;4/1/2022 21:42;En el percance está involucrado un bus de transporte público que cubría la ruta Loja -Macas.;Guayaquil, Ecuador;es;transporte puplico;transporte;no
550;1,48E+18;periodicodeuna;30/12/2021 3:30;A partir de este miércoles 29 de diciembre, la Agencia Nacional de Tránsito (ANT) suspende 302 rutas y 1.632 frecuencias de transporte público inter e intraprovincial. Estas se adjudicaron en pandemia. La medida se da tras revisar los informes técnico y jurídico. @ANT_ECUADOR https://t.co/ppbaH2gbpS;Guayaquil, Ecuador;es;transporte puplico;transporte;no
551;1,48E+18;PierinaValencia;5/1/2022 16:05;Y es así como te das cuenta que estos caras de mierda de los buseteros son la peor lacra de conductores que puede haber. NO SÉ HASTA CUÁNDO SE LES VA A PERMITIR CERO MULTAS A LOS CONDUCTORES DE BUSES IRRESPONSABLES. @ATM_Transito @ATMGuayaquil https://t.co/rwE9uWZvsJ;Guayaquil-Ecuador;es;buses;transporte;si
552;1,48E+18;pikitohidalgo;4/1/2022 20:48;"Lo mejor de lo mejor con ""Las Ventanillas Universales""
Gracias @atmguayaquil por darnos la facilidad de hacer nuestros trámites.
Los lugares son:
- Registro Civil - Martha de Roldos
- C.C. Albán Borja.
- T. Terrestre
- T. Metrovía 25 de Julio
- Mercado Artesanal
#atm #tramites https://t.co/xfKxfvEPxT";Guayaquil, Ecuador;es;metrovia;transporte;no
553;1,48E+18;pilarcat29;28/12/2021 14:05;@ecuavisa Estás mafias son terribles ellos mismos son causantes de todo esté contagio la metrovia la aerovía en el palacio de gob la cantidad d gent x sus actos culturales hasta el malecón cerraron la cantidad d gente y ahora dicen los contagios..;Duran, Ecuador;es;metrovia;transporte;si
554;1,48E+18;PIPOSAKY;3/1/2022 1:00;@metroviagye Fácil, habilite más unidades o permita otras líneas de transporte paralelo a la metro. Pero no les interesa el pueblo.;GUAYAQUIL;es;la metro;transporte;si
555;1,48E+18;profeyque;3/1/2022 22:02;"@carlamoralesc Desde hoy rige en el transporte público, porque había que repetir el error hasta el fondo.

Esto está pésimo. https://t.co/ch7awMQZ5N";Cuenca, Ecuador;es;transporte puplico;transporte;si
556;1,48E+18;queerAdy;2/1/2022 19:15;@drummniatico Lo odio y a su transporte público MÁS;Guayaquil, Ecuador;es;transporte puplico;transporte;si
557;1,48E+18;Quitenamona;2/1/2022 1:56;@MiantGV Mientras venía para Guayaquil me pasaron 4 buses que venían de Salinas, Olón y Montañita. Yo iba a 100.;Quito, Ecuador;es;buses;transporte;si
558;1,48E+18;radio_sucre700;28/12/2021 17:56;"Así quedó el bus alimentador de la Metrovía luego de incendiarse.
Sucedió pasando el Mall del Sol a la altura de Hunter, con dirección a la Cdla. Alborada, norte de #Guayaquil.

Vía @Cupsfire_gye

#SucreEnLaNoticia https://t.co/CHOxNPvhjs";Guayaquil - Ecuador;es;metrovia;transporte;no
559;1,48E+18;RadioHuancavilk;5/1/2022 12:24;"<U+0001F4FD>IICésar Velasteguí vocero institucional del Municipio de Guayaquil en Contrapunto @RadioHuancavilk señaló que la Metrovía ha reemplazado al transporte urbano ante la paralización
MÁS DETALLES AQUÍ<U+0001F447><U+0001F50A>
https://t.co/ONYHTEasMx https://t.co/oxM4eH4KcG";Guayaquil - Ecuador;es;metrovia;transporte;no
560;1,48E+18;rafaveintimilla;4/1/2022 18:07;@PabloAraujo_G 2/2 anteriormente en los alimentadores se usaba la tarjeta y en buses comunes, el dinero en la mano. No debería ser problema portar el certificado en la mano mientras se sube al bus. No obstante, si se incumple con el aforo y la mascarilla, el certificado sería inútil.;Guayaquil, Ecuador.;es;alimentadores;transporte;no
561;1,48E+18;rafaveintimilla;4/1/2022 18:07;@PabloAraujo_G 2/2 anteriormente en los alimentadores se usaba la tarjeta y en buses comunes, el dinero en la mano. No debería ser problema portar el certificado en la mano mientras se sube al bus. No obstante, si se incumple con el aforo y la mascarilla, el certificado sería inútil.;Guayaquil, Ecuador.;es;buses;transporte;no
562;1,48E+18;RalIbez;3/1/2022 16:18;Bendecido inicio de labores señores diputados @BancadaCyan, quisiera solicitarles que consideren presentar una ley que castigue a todas las personas que tiren basura en la calle desde los carros o buses. Es imprescindible iniciar con cambios importantes en este tema. Saludos.;La Libertad;es;buses;transporte;si
563;1,48E+18;RAUL__2022;31/12/2021 15:32;@Anthonyvera21 @herjeremy @EmergenciasEc @mipiedacita @CTEcuador @LassoGuillermo Así como no hay  cama para tanta gente, no hay buses. Y que hacemos ??;Guayaquil, Ecuador;es;buses;transporte;si
564;1,48E+18;real_estate_vip;4/1/2022 23:35;Deberías preocuparte por las #PUERCASUNIDADES de la #METROVÍA que #NOSIRVEN para ni #MIERDA y poner a un #PENDEJO que #CONTROLE la #TEMPERATURA a cada #USUARIO a la #ENTRADA de cada #ESTACIÓN ! ! ! ! Dónde #MIERDA está el #DINERO para las nuevas #UNIDADES de la #METROVÍA ? ? ? ? https://t.co/i0MnGS4OIH;Guayaquil - ECUADOR;es;metrovia;transporte;si
565;1,48E+18;Remedios2013;4/1/2022 19:06;"Siento que en Guayaquil estamos a 200 grados centígrados.
Cómo la estará pasando la gente en la calle, sin árboles, sin dispensadores de agua, con mascarilla, buses repletos, metrovía con escasa ventilación <U+0001F620>
Atiendan @CynthiaViteri6 y concejales/as.";Guayaquil, Ecuador;es;metrovia;transporte;no
566;1,48E+18;Remedios2013;4/1/2022 19:06;"Siento que en Guayaquil estamos a 200 grados centígrados.
Cómo la estará pasando la gente en la calle, sin árboles, sin dispensadores de agua, con mascarilla, buses repletos, metrovía con escasa ventilación <U+0001F620>
Atiendan @CynthiaViteri6 y concejales/as.";Guayaquil, Ecuador;es;buses;transporte;no
567;1,48E+18;rezambra;2/1/2022 18:49;"@MillanLudena Nuevo año para salir de mi burbuja de comodidad por mejorar el planeta.

- Tratar de apagar la mayor cantidad de luces de mi casa.

- En lo posible ocupar el transporte público u otro medio.

- Tratar de no ocupar el aire acondicionado.

Salir de mi burbuja de comodidad.";Guayaquil;es;transporte puplico;transporte;si
568;1,48E+18;Rodolfo2808;5/1/2022 13:04;@teleamazonasec Hay muchos buses que permiten subir a personas sin mascarilla y uds creen que van a pedir el carné.;Milagro, Ecuador;es;buses;transporte;si
569;1,48E+18;RogerArosemena;29/12/2021 3:27;Los derechos colectivos están sobre los individuales, más aún cuando se trata de la salud y la vida. La obligatoriedad del certificado de la vacuna para ingresar a lugares públicos, me parece muy acertada. Inclusive debería exigirse para utilizar el transporte publico.;Guayaquil-Ecuador;es;transporte puplico;transporte;no
570;1,48E+18;rrgyeec;4/1/2022 14:08;"@TavoAndre Luego de 30 años de PSC en el poder, votante promedio no conoce otra realidad fuera de adoquines y metrovía (y ahora aerovia inútil pero llamativa).
Medios refuerzan que todo está bien, y condimentado con tablets baratas y algo de Internet gratis .
Receta para el desastre.";Guayaquil, Ecuador;es;metrovia;transporte;si
571;1,48E+18;RubenGo49911521;3/1/2022 17:34;@drummniatico Y metrovia también.;Guayaquil, Ecuador;es;metrovia;transporte;si
572;1,48E+18;Rudolf1959;3/1/2022 22:13;@RobertoFumafont Y no iba en metrovia;Guayaquil;es;metrovia;transporte;si
573;1,48E+18;sick_boy;28/12/2021 18:40;@alfonso_saltos @alcaldiagye Recuerda q llorar cuando la metrovia les quita un carril;Guayaquil;es;metrovia;transporte;si
574;1,48E+18;SIGCHO32;2/1/2022 16:35;@ATMGuayaquil Con el problema de la media paralización de buses que uds no dan solución deberían hacer los paraderos más grandes;ECUADOR- GUAYAQUIL;es;buses;transporte;si
575;1,48E+18;sofiwongc1;1/1/2022 19:01;@Cupsfire_gye Los buses en el carril central sobre todo los Inter cantonales a más de la velocidad permitida y se cruzan igual que las motos.. y en ese carril del accidente claro está que es 50km que nadie respeta;Guayaquil, Ecuador;es;buses;transporte;si
576;1,48E+18;susanoriega;1/1/2022 18:17;@Cupsfire_gye Esa es la Av de la Muerte. No respetan nada empezando por los buses que van x el carril central para no ir a 50 km;guayaquil ecuador;es;buses;transporte;si
577;1,48E+18;TeresaGarciaZ1;5/1/2022 12:48;"@luisantonio_r Irresponsabilidad de conducción, su cultura es irrespetar leyes y por lo general son conductores jóvenes q impera ""HAGO LO Q ME DA LA GANA"". Algún día funcionarios de escritorio de la ATM hagan seguimiento a buses c cámara oculta a los recorridos en la ciudad y veran conclusion.";Guayaquil, Ecuador;es;buses;transporte;si
578;1,48E+18;TerminalGye;31/12/2021 12:02;"Constantemente personal de la @CTEcuador realiza pruebas de alcohotest a conductores de las unidades de transporte intra e interpronciales y verifican el estado de los buses para mayor seguridad de los viajeros.

#JuntosNosReactivamos https://t.co/1TMenw9F2Z";Guayaquil-Ecuador;es;buses;transporte;no
